x y dx dy
0.000	-1.040	0.001	0.002
0.033	-0.962	0.001	0.002
0.067	-0.850	0.001	0.002
0.100	-0.705	0.001	0.002
0.133	-0.537	0.001	0.002
0.167	-0.351	0.001	0.002
0.200	-0.149	0.001	0.002
0.233	0.052	0.001	0.002
0.267	0.254	0.001	0.002
0.300	0.443	0.001	0.002
0.331	0.609	0.001	0.002
0.364	0.760	0.001	0.002
0.397	0.886	0.001	0.002
0.431	0.982	0.001	0.002
0.464	1.043	0.001	0.002
0.497	1.070	0.001	0.002
0.531	1.053	0.001	0.002
0.564	1.002	0.001	0.002
0.600	0.914	0.001	0.002
0.634	0.800	0.001	0.002
0.667	0.658	0.001	0.002
0.700	0.494	0.001	0.002
0.734	0.314	0.001	0.002
0.767	0.125	0.001	0.002
0.800	-0.068	0.001	0.002
0.834	-0.258	0.001	0.002
0.867	-0.440	0.001	0.002
0.900	-0.607	0.001	0.002
0.934	-0.754	0.001	0.002
0.967	-0.878	0.001	0.002
1.000	-0.881	0.001	0.002
1.034	-1.034	0.001	0.002
1.067	-1.059	0.001	0.002
1.100	-1.053	0.001	0.002
1.134	-1.010	0.001	0.002
1.167	-0.932	0.001	0.002
1.200	-0.823	0.001	0.002
1.234	-0.684	0.001	0.002
1.267	-0.521	0.001	0.002
1.300	-0.337	0.001	0.002
1.334	-0.145	0.001	0.002
1.367	0.055	0.001	0.002
1.401	0.248	0.001	0.002
1.434	0.434	0.001	0.002
1.467	0.604	0.001	0.002
1.501	0.753	0.001	0.002
1.534	0.874	0.001	0.002
1.567	0.964	0.001	0.002
1.601	1.019	0.001	0.002
1.634	1.042	0.001	0.002
1.667	1.022	0.001	0.002
1.701	0.972	0.001	0.002
1.734	0.889	0.001	0.002
1.767	0.773	0.001	0.002
1.801	0.632	0.001	0.002
1.835	0.471	0.001	0.002
1.868	0.293	0.001	0.002
1.901	0.109	0.001	0.002
1.935	-0.080	0.001	0.002
1.968	-0.264	0.001	0.002
2.001	-0.441	0.001	0.002
2.035	-0.604	0.001	0.002
2.070	-0.751	0.001	0.002
2.103	-0.868	0.001	0.002
2.137	-0.955	0.001	0.002
2.170	-1.011	0.001	0.002
2.204	-1.032	0.001	0.002
2.237	-1.021	0.001	0.002
2.270	-0.973	0.001	0.002
2.304	-0.893	0.001	0.002
2.337	-0.782	0.001	0.002
2.370	-0.642	0.001	0.002
2.404	-0.477	0.001	0.002
2.437	-0.297	0.001	0.002
2.470	-0.105	0.001	0.002
2.504	0.091	0.001	0.002
2.537	0.280	0.001	0.002
2.570	0.461	0.001	0.002
2.604	0.624	0.001	0.002
2.637	0.763	0.001	0.002
2.670	0.876	0.001	0.002
2.704	0.956	0.001	0.002
2.737	1.003	0.001	0.002
2.770	1.016	0.001	0.002
2.804	0.994	0.001	0.002
2.837	0.938	0.001	0.002
2.870	0.848	0.001	0.002
2.904	0.730	0.001	0.002
2.937	0.588	0.001	0.002
2.970	0.427	0.001	0.002
3.004	0.253	0.001	0.002
3.037	0.069	0.001	0.002
3.071	-0.116	0.001	0.002
3.104	-0.297	0.001	0.002
3.137	-0.469	0.001	0.002
3.171	-0.623	0.001	0.002
3.204	-0.759	0.001	0.002
3.237	-0.868	0.001	0.002
3.271	-0.946	0.001	0.002
3.304	-0.993	0.001	0.002
3.337	-1.005	0.001	0.002
3.371	-0.987	0.001	0.002
3.404	-0.935	0.001	0.002
3.437	-0.849	0.001	0.002
3.471	-0.731	0.001	0.002
3.504	-0.588	0.001	0.002
3.537	-0.423	0.001	0.002
3.571	-0.241	0.001	0.002
3.604	-0.052	0.001	0.002
3.637	0.139	0.001	0.002
3.671	0.323	0.001	0.002
3.704	0.495	0.001	0.002
3.737	0.648	0.001	0.002
3.771	0.777	0.001	0.002
3.804	0.879	0.001	0.002
3.837	0.951	0.001	0.002
3.871	0.989	0.001	0.002
3.904	0.989	0.001	0.002
3.937	0.958	0.001	0.002
3.971	0.893	0.001	0.002
4.004	0.798	0.001	0.002
4.038	0.676	0.001	0.002
4.071	0.532	0.001	0.002
4.104	0.370	0.001	0.002
4.138	0.196	0.001	0.002
4.171	0.017	0.001	0.002
4.204	-0.165	0.001	0.002
4.238	-0.341	0.001	0.002
4.271	-0.505	0.001	0.002
4.304	-0.652	0.001	0.002
4.338	-0.776	0.001	0.002
4.371	-0.875	0.001	0.002
4.404	-0.944	0.001	0.002
4.438	-0.978	0.001	0.002
4.471	-0.980	0.001	0.002
4.504	-0.953	0.001	0.002
4.538	-0.891	0.001	0.002
4.571	-0.795	0.001	0.002
4.604	-0.672	0.001	0.002
4.638	-0.524	0.001	0.002
4.671	-0.357	0.001	0.002
4.704	-0.177	0.001	0.002
4.738	0.010	0.001	0.002
4.771	0.196	0.001	0.002
4.804	0.374	0.001	0.002
4.838	0.539	0.001	0.002
4.871	0.679	0.001	0.002
4.905	0.797	0.001	0.002
4.938	0.887	0.001	0.002
4.971	0.945	0.001	0.002
5.005	0.969	0.001	0.002
5.038	0.959	0.001	0.002
5.069	0.919	0.001	0.002
5.102	0.846	0.001	0.002
5.136	0.744	0.001	0.002
5.169	0.615	0.001	0.002
5.202	0.467	0.001	0.002
5.236	0.302	0.001	0.002
5.269	0.129	0.001	0.002
5.302	-0.048	0.001	0.002
5.336	-0.224	0.001	0.002
5.369	-0.392	0.001	0.002
5.402	-0.545	0.001	0.002
5.436	-0.681	0.001	0.002
5.469	-0.793	0.001	0.002
5.503	-0.879	0.001	0.002
5.536	-0.934	0.001	0.002
5.569	-0.956	0.001	0.002
5.603	-0.949	0.001	0.002
5.636	-0.909	0.001	0.002
5.669	-0.835	0.001	0.002
5.703	-0.731	0.001	0.002
5.736	-0.599	0.001	0.002
